"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Ralph Mayhew","The media could not be loaded.
                
            
                
            
        
    
    
They’re comfy, Bluetooth connection is easy and fluid. They look good. And the quality of sounds is amazing. The noise cancelling feels quite transformative as it deadens all surrounding noise significantly.","Verified Purchase","Reviewed in Australia on 20 February 2024","4.6 out of 5 stars"
"2","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","steve","Fast charging, great audio quality, good connectivity, long battery life, best noise cancelling I've experienced","Verified Purchase","Reviewed in Australia on 11 December 2023","5.0 out of 5 stars"
"3","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Ralph Mayhew","Great sound. When fully charged,  they seem to work for ever. 10 hours is the longest time that I have worn then.","Verified Purchase","Reviewed in Australia on 20 February 2024","3.0 out of 5 stars"
"4","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Thomas","I really don't know what to say about this because this is my first ANC headphone and I did not get a 'wow' feeling.It's pouch is quite small, so you have to squeeze them in.The noise isolation is great (no AC noise, vaccum noise greatly reduced, crickets chirping gone down ...). The build quality is just ok and so is the sound. I had to take it off after an hour because it felt a little different ...","Verified Purchase","Reviewed in Australia on 2 March 2024","5.0 out of 5 stars"
"5","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","richard","I purchased Bose 35 about 6 years ago and they do not owe me a thing as were used almost daily for train travel. They started getting a clicking sound so I knew it was time for a replacement. This new and improved Bose model is amazing with the sound quality second to none. Very satisfied and should have upgraded earlier!","Verified Purchase","Reviewed in Australia on 16 February 2024","5.0 out of 5 stars"
"6","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Ahmed","Purchased this item as my Marshall wireless headphones died. I decided to go with Bose as I had a pair of wired headphones from this brand before and I was happy with its quality. I placed the order and received it 2 days later. I really like the headphones, the quality of the headphones is excellent, and I especially like how I can control the level of noise cancellation and EQ through an app on my phone. The noise cancellation is impressive as I can hardly hear my train arriving while on the platform earlier today. I believe the ‘aware’ mode allows you to hear some of the sound in the environment too. Overall I’m a happy customer.","Verified Purchase","Reviewed in Australia on 29 March 2024","5.0 out of 5 stars"
"7","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Jackie Barlow","Comfortable to wear . I wear these on the ride on mower the noise cancelling is excellent music is clear you can barely hear the mower . As far as charging goes they get a fair time between charges. Very happy with them .","Verified Purchase","Reviewed in Australia on 13 January 2024","4.0 out of 5 stars"
"8","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","SYT","My first set of noise cancelling headphones were Bose QC20 earbuds which I travelled with extensively from 2013 to 2021. They were brilliant and I wanted another set after they broke - but they were no longer in production.I moved to Apple AirPod Pro’s which I adore but they are not good on planes — too easy to lose. Great for around the house, and very portable.I really thought Bose had been overtaken by Apple and Sony. The QC45 show that Bose are still very much in the game - a high quality product and amazing noise cancellation tech.Great value for money.","Verified Purchase","Reviewed in Australia on 12 December 2023","5.0 out of 5 stars"
"9","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Steve Staehr","Not the most expensive Bose but still does what I require.","Verified Purchase","Reviewed in Australia on 18 January 2024","5.0 out of 5 stars"
"10","Electronics","Bose QuietComfort Headphones SE, Wireless Noise Cancelling Headphones, Black","Steve Staehr","My daughter uses them for working at home,She loves them.","Verified Purchase","Reviewed in Australia on 16 December 2023","5.0 out of 5 stars"
